account_id,transaction_id,transaction_amount,transaction_type,location,is_fraud,credit_score,income
ea9c9f79-6cdf-4f11-9762-6be0fcad85ea,c0b7fc5a-7e5a-48b1-9de3-c90ca30a2b77,3400.29,withdrawal,Lake Dianefurt,0,368,43029.89
cd1b69f0-38c9-4cc8-9b01-d0c469211273,f00eca2d-1704-4f59-889e-80df35900f8f,1403.67,deposit,Fordtown,0,568,25455.45
593cf609-fce9-4614-956e-5701d96c385e,5a5f6060-d1ab-4f82-8f60-34fd4a1f2e0b,4811.61,payment,Port Cindybury,0,303,91586.12
3eb44072-e1f0-4b71-abe0-c58557129a22,f9e8d0be-30aa-4e87-b97a-76e6853fa94e,2648.69,withdrawal,East Sarah,0,739,56855.08
76b76583-fe81-4827-94a9-603c0e59d292,a4bfe007-9ae2-4db6-86d8-c569e9cbf257,3517.91,withdrawal,Lisatown,0,848,108185.04
5064ea07-8f2e-4107-ba29-916a30c7f13c,615dc480-00e7-4654-a24e-4d44190706fe,731.49,payment,Kaylaborough,0,609,140637.15
a414a151-5667-486f-81b6-365e1d036585,12c80140-6754-4c44-b15b-f72e29087f28,105.2,deposit,Hollyview,0,497,48043.06
c5200da1-d6af-4383-8a18-d076004cc95b,f2a42d88-13b9-4bba-92a0-ee35270f71a4,4756.65,withdrawal,Andrewville,0,478,97460.87
574f490c-fb69-4d6d-bb99-3c8d3f56118c,a32c484f-0275-43e6-bc52-794924acc656,1330.08,deposit,South Rachel,0,505,33093.08
8b1a69c6-f104-4f65-8976-77cb20c71dbf,b5eff63a-b03d-47a5-bc31-38b777a0532f,3076.49,withdrawal,Lake Emily,0,602,39553.46
761b562a-c957-425a-b953-e5a012bf35c7,873bf37c-7b59-4030-b8a2-f2f2d6c9fe0b,3976.52,withdrawal,West Breannashire,0,647,145776.56
ba072dc5-fd73-4280-ace8-32ab0b7da6ec,cadcae41-130e-4c8c-b5cc-ed7c6f0692ae,4159.77,transfer,Deborahtown,0,435,135268.56
03d1a8e5-9839-4d0f-970d-ebeabc156da7,92a15ee4-07a4-45d1-9085-f8ba3a67be49,132.96,transfer,New Arthur,0,768,53115.25
f4ebb778-1845-44a5-894b-5030b75616a6,0de6ffef-80a9-487d-89ad-beb06fa46eda,2181.22,deposit,Davidtown,0,759,36859.73
850c0713-8eed-4c97-a46b-5dc4441e7949,9994cbe9-869e-48a2-a0e8-585e40c90e46,1877.01,withdrawal,South Spencer,0,358,61886.96
774bd3d2-7ac4-42c2-a5a8-1bc99da4a7b9,db81438e-3287-4cd7-926e-e3df7d9be1cb,871.09,transfer,New Davidton,0,435,93813.37
9f4b0d9d-bdc5-4fed-b6f4-a2d648559948,ac1e4b60-7710-4272-ae9e-d6450ead8a7b,140.35,deposit,Bushburgh,0,321,129332.2
f5577bd9-f164-48a3-8dfe-9a945eae2be1,6b9e6b35-9bfc-422f-a887-673318a84792,3318.41,deposit,Kingberg,0,517,51358.52
d590e54f-d574-4b29-9975-86559cfaf547,f4f12bf3-070a-4de3-a6ad-9871c9ede29f,4367.76,withdrawal,East Anthony,0,620,42202.41
e7e69525-542e-4dce-b230-f3ff55b07d53,0797971d-5e44-4cbb-bd2f-2036c524fa8e,3863.23,deposit,Granttown,0,513,56477.88
645a6092-6d3a-4ec1-9dd4-ebcefa9b8234,e65cac19-4a48-4384-b501-02b28dd84b69,2778.67,deposit,Zacharyburgh,0,759,22031.72
7a84f688-6fd7-475b-922f-a1bf45f773d5,6f39d1e2-4939-4150-b5f2-f5ac531e5bd9,4098.3,transfer,North Williamhaven,0,668,26275.72
2f6c0d10-2b86-41cc-a1cf-8c490b7dde1c,66a7108a-ad93-459c-be0c-e373d9c65381,2161.59,payment,Port Tammy,0,842,32213.73
e7349c14-aa38-409a-80c5-5f1c38132d3d,be29f08f-a4e4-4df7-b76b-e817655d48bd,2126.8,withdrawal,East Mauriceview,1,842,107131.05
3d59966c-5052-495d-9010-634c6ba212d6,e83c493c-15ce-4f46-9dba-0ac8a882eeb8,3236.77,payment,Goodbury,0,803,52952.6
3166ad1e-cf6c-4c89-bfa5-00dcecab07f6,7f2d3db6-c0b1-42b3-923f-82000f99bd14,881.33,transfer,Mosleyfort,0,379,58175.14
9d73748b-9a34-4b53-92a6-408debf111e1,0d23add7-6155-42ad-b65f-16a3d12c0f99,3287.31,deposit,New Anne,0,308,69484.65
7a59e4d0-834d-4364-bec9-74c1191fd5ae,e1dba4b5-bfb3-4bd1-bf2d-435755da99ee,3899.28,withdrawal,Clarencemouth,0,403,127740.95
e86bae37-ee80-49d9-9f0d-cf19c92b41f9,c1a00525-7185-4766-90c5-0f34ff1b5ec0,2449.91,transfer,East Thomas,0,315,37878.57
2488d5ac-642c-40c4-afff-661368d80b8e,3cf11ee9-8729-49e6-aca1-d969866a417d,4084.54,withdrawal,Port Nancyborough,0,388,63954.99
23bb91b0-eb44-4119-9939-5b5023eee0b5,8e77482b-c117-4ae5-bdb4-c9042c22bd1c,428.64,withdrawal,South Edward,0,825,133269.12
8cea588d-8524-43b5-a6fe-c3f44d2a4123,62453e7a-bb6e-455d-8819-a3ebbc1e7b85,4864.87,transfer,Pattersonview,0,785,83374.04
13a97bf9-0efa-4678-a5fb-7d46cb85f998,2aa1d210-018d-434d-9318-48aaeb66276f,3869.94,transfer,South Jamieview,0,366,20342.72
ceec513a-1321-484b-a59a-77a3a94ee467,2de399cd-02b4-44d1-988d-2dae78f63f64,3393.59,payment,Gordonshire,0,641,97246.12
59d77b7a-64a8-4247-b449-1c4f10547006,06fb9655-a7fe-4f07-95e8-1474b85f08a8,2216.91,transfer,Huffberg,0,497,105733.81
4a0c40de-4e17-4c16-9b35-ae77bfb72dbb,2ba1619c-119c-42be-83ea-9572c90af1ea,343.23,deposit,Jillianborough,0,316,35172.99
fee7b073-bf75-4e9e-8e27-afada105e180,5946dbd5-b614-40cf-ac45-06ee3d7adfa9,1311.62,deposit,East Lauren,0,410,41944.28
b03e1400-c617-4f77-b027-cbc3181dcca5,d781c6cc-8412-4d9f-905f-64e881f700a3,3153.0,withdrawal,East Devin,0,607,76214.98
e0c8a1a4-be97-46da-8f69-6840f8735e08,d04ffcd1-1a34-4164-8cf7-9459c60819ce,4766.5,transfer,Whiteville,0,633,44108.4
6c8e0d16-8442-4fed-9362-7de063ea358d,6de0a6c7-2f1d-4196-95d8-3122f707e258,4111.94,deposit,Danaside,0,317,136276.45
6123d338-1e51-48c0-86b0-b248cc305c1a,0ed70efe-9c1d-406b-a5e2-57089ea89cbb,242.09,payment,South William,0,585,35334.62
5016a6f5-60a9-4542-9d6f-c3280764bbef,6ec5a8ce-05b7-4933-908f-89656be8cbe8,3199.58,transfer,Roblesfurt,0,479,75743.72
34b298fa-a4aa-4ead-ad25-db2049114c3f,76941831-306a-4255-84c8-96939dcc0b17,2963.1,withdrawal,South Kristen,0,519,46785.25
163480ef-906e-40e1-9c7d-bd3c5b8528b6,3c254064-cb06-4a80-8898-0a3dd804043b,482.7,withdrawal,New Sarahhaven,0,491,96997.1
333f4a35-1120-4e68-bfcf-68607af805b3,9f8b4d31-26c0-45a2-9d43-eb680a3aaa58,973.74,transfer,North Carlfort,0,537,126716.87
b7d29ce4-9bff-4af2-84e4-a1105f484370,29d4b45a-8371-4ec5-84e4-4b70a88f314f,3598.69,deposit,Lake Andrew,0,443,132156.71
6e890a42-b0c4-4e08-834e-2e16e0ba0932,b73d7b6a-8fa2-4325-91a4-19c09b5a1563,2038.67,transfer,Georgestad,0,566,79609.76
d2374940-e77d-44f8-be07-84e8fd2f293a,33d7b9d5-0579-4f0a-9f91-176d100ec70f,3386.54,payment,Jamieview,0,335,102846.41
a23ad391-6ec7-4ae5-b0a5-028247f124dd,c56864f0-bcc4-484f-b0dd-3b44a4f93bf5,3466.55,transfer,South Jasonfort,0,649,34282.59
bfe47f80-8890-483f-b7a3-5948baeecba6,ad3114f3-a926-4eab-a0bf-c07f4467cdef,3327.94,payment,Porterburgh,0,750,26809.26
a6c6c293-6584-41e5-bb56-28533b8fc086,64ae5b23-f9fb-4b74-831b-a455e8e2880f,4615.57,transfer,Nelsonberg,0,700,24276.52
2a9dc66e-a192-4f09-bcce-19c1d10c7f91,81536195-4826-4d34-987e-ffc3bb19f463,4624.95,deposit,Lake Matthew,0,831,115753.59
e0f2f3cd-2933-4225-b217-cf64e9c397d6,1e089518-ac43-4ef4-bdb6-be1a10c10037,145.49,withdrawal,South Tammybury,0,681,70250.89
5e681279-12d7-488b-8f9a-cbf0d0c92ce1,db41a048-521e-4299-9132-a2745ca09d4c,2210.13,payment,East Peter,0,615,40477.51
d5ac6428-715f-4480-8b7a-5e48095bea22,f6abc73f-07e1-4aab-b7c0-5576947cac34,2270.87,transfer,Moranfurt,0,347,61728.59
48fe168f-aaf1-4af0-9306-6ebc884dbf8b,5d38f02f-88c4-47df-97b0-d95cad2503e7,786.14,payment,Lake Rebecca,0,411,24355.14
14044d60-ef5d-4533-add6-f440e8009eb6,f3456caf-824f-46c2-aea1-6dffa925c79d,3698.65,transfer,Oliverside,0,566,132081.58
c327a9eb-5945-4f36-954c-4f76f50de12a,49d95e8b-21eb-43b8-b71b-6797b66bef83,4788.09,deposit,East Richard,0,329,45506.67
dd6a3387-bf5a-4562-a384-2d43715bc87f,f4e5ee0f-baeb-4825-ad8e-1f4f892fdc33,2843.67,payment,Gregoryton,0,305,147368.01
8c5cab3b-bc06-491f-84fe-3986114b52ca,b85d97af-c8d1-4c82-8357-3cd956461ad1,1569.49,deposit,East Summerport,0,741,65281.37
bced1049-4103-4295-9ef4-90b64d9bb9ba,a7d6a98d-7031-445e-bf03-530a3ec3ea8a,474.55,transfer,North Eric,0,837,24788.53
896abb0a-9bc5-4aff-b3cc-a3de6cdb8e2a,26ae991c-8c33-417e-88c5-78e28047686b,363.91,transfer,Harrisberg,0,554,41941.63
b3b94958-517d-45a2-abda-c4b9dbafbb2d,f2831a00-6523-42e4-a944-96d200642ff8,4394.2,withdrawal,Port Elizabethfort,0,479,112544.53
6466f8e2-d131-42dc-b2b2-235b0d789b34,10c355b8-c6ff-459b-a5d0-920438e4b149,1238.62,withdrawal,Michaelchester,0,740,80790.65
a2a85f35-74b4-4746-8ddd-eefad0afc78a,00dc44ef-c30d-47f1-ad40-463803cb25c7,2662.76,deposit,West Christopher,0,695,97989.86
cbd8a609-3989-4cf2-acef-449c475a9656,7b7ee1f2-7e51-4031-8341-68c2c1911feb,3086.66,withdrawal,Normanland,0,799,138032.2
21a92363-50b9-4f4d-9937-8b8b0e018b46,1adbdb67-470a-4ca2-86c6-2fed337cf34b,3450.92,deposit,North Richardberg,0,534,104852.33
ee907d3d-80f0-4fd6-a212-9fa9ac4ed0f8,3c806209-a1b1-4334-bd54-c2edec336e87,195.07,withdrawal,East Raymond,0,685,93538.25
88b3c659-e08d-4db2-b828-a9d1e67d98db,0556c96b-1f50-4ca4-8a74-30cc902ca124,2775.04,withdrawal,Natashaborough,0,611,118140.3
f067136e-c34e-4263-bb85-61da2158405d,fe417233-c5af-4045-aed4-bfe9a6f71f95,1867.65,withdrawal,Candacefort,0,529,88033.94
9a5adace-14ac-4b3a-9bc9-0d7fd4eca3e8,e2971035-574b-4554-96f3-3e0852b03cd8,2596.24,deposit,Port Meganton,0,623,98301.46
2dcbc7c1-4d67-4264-8fec-1c9393ed7c7e,eca31bdc-5f78-4249-9742-ddc7de0a0e56,579.34,transfer,New Amanda,0,303,112336.59
4ebfa825-0bed-44b2-9574-dc62669c92c3,54108e22-1689-4a9d-81e5-95ef219f661d,475.16,withdrawal,West Kyleburgh,0,820,74869.54
4adfdbef-235c-4339-8bec-3d9bfb56a95e,3f97320f-81e5-46e2-b072-709e45b567f0,2476.95,transfer,Carterland,0,681,100327.98
db002edc-a057-4ada-891f-b7791007074f,f5197f52-28fd-4faa-9aec-39ffbaef06c4,4452.44,transfer,Mcintoshmouth,0,440,100706.13
a7269fb1-bc06-4462-bf8c-77607611c743,c13ae8dd-2481-49de-8ec2-c6eff3168703,2714.09,payment,East Joseph,0,434,74055.05
8527a6dc-5128-4ae6-954f-dfd19adaf440,4e66cb23-e9e2-4319-872d-4bdbe763aede,4360.87,payment,Jimenezview,0,815,36326.96
aec56230-2202-4021-a7c7-a962066e6d96,a13582ee-9976-4fd2-9d5c-ac54d8b71cbb,1839.45,transfer,South Sarahview,0,748,48112.42
1e0b6506-227a-4b2b-b17e-70f28712d0d8,c3630507-ce51-4cd8-9224-9f71449eb71d,2082.06,withdrawal,West Veronicahaven,0,810,38979.39
cafcc2dc-81cc-43ef-a6d5-8b199b50c6dd,6943bd10-f299-4c6d-b806-d81254be1a39,367.88,withdrawal,Robertbury,0,547,54398.91
0a8305a5-a9a9-493e-8008-efabea16de3c,23c53cd6-8555-493e-a5ed-4c7058413a18,580.7,withdrawal,Smithside,0,808,114946.46
0a3b4674-b79c-4343-8668-7deb7bff3ffd,ed833938-ff47-4006-8b84-52d87116be6d,2453.18,transfer,Rodriguezchester,0,843,25142.95
4cc97a5c-e84d-4710-a9e5-c3532475ae72,fc848232-cf69-48ad-9c5f-5b2dd7bc4a25,3736.54,transfer,Huertaberg,0,310,53709.47
8e4423e3-db15-4c94-9cc6-9bfdcfe1c371,4f537bfe-5bf8-4667-9230-4fad8317fece,696.11,transfer,Conwaytown,0,637,83407.36
361c6bc9-e0c8-4b65-8653-2571396964d2,7c8507b1-297d-44b5-8ef2-6d29717aa77d,4144.27,transfer,Dennismouth,0,843,79875.07
6c5f6aa0-a29d-45ee-a094-678034ccf52a,d454d35b-ee52-4c56-bc72-18be0b506870,3265.52,withdrawal,North Mark,0,600,36284.41
c327395c-3d3e-4752-a4c4-330cf036d17c,a443dd67-f810-4f1d-8f85-dacf691d214b,1978.55,deposit,Greenborough,0,800,32189.64
300f0169-66d2-4fa4-b482-c7daeaaab0b1,9f2fc069-bc98-4cad-87a9-12d7e0fa8629,4292.35,withdrawal,South Stephen,0,810,88439.96
5f8164d7-ace5-478c-baeb-ffceb4a4c753,995d5fcc-decc-4c29-a5c3-2178d7026b59,2586.09,transfer,Aguirreberg,0,793,98078.82
b45a8eb3-5a19-4bf4-9f09-0e29a543b615,81b91b97-9ea2-4f2a-a758-fba0d1d0d2da,1309.85,deposit,Lake Walter,0,603,98125.34
16430083-eedb-4e1d-81b5-7a08c5b18c84,9fed60c7-824e-426e-9f8a-f1ee61f9c26e,1831.05,withdrawal,Patelstad,0,391,129387.77
1ceca4b2-d757-4b4e-a3a1-1157606c9248,fee8b24a-5f8a-4c07-81bb-67e9af41a263,360.9,withdrawal,East Angelastad,0,436,131921.02
f6ff5061-2c50-4784-90ae-c189119c1287,79e5c185-f2c9-4a46-9c60-de6f88048c79,2143.79,payment,Sharonshire,0,490,80724.29
9830637d-9677-41e4-88a8-41172e169fa9,00722e4f-2116-4566-91d4-a394eb2c6987,3482.61,withdrawal,West Chelseaside,0,486,81687.02
85bfbd6e-047e-464c-8f4b-11816a24cc7a,21b205a2-0482-46f8-a3a8-1e5899a6be9a,1769.78,transfer,North Charleschester,0,627,123582.06
0770e96a-66aa-4ec6-a1a4-f27840317560,243f7cdf-9951-40fa-94ff-492899574479,69.37,deposit,New William,0,810,52011.53
5249032a-c135-4d7d-b5ef-de551520fd45,bf1f5d85-3356-4559-9b4b-502722700df3,3531.84,withdrawal,Johnsonburgh,0,667,48098.83
8b11c9fe-fea1-416d-aaef-f9f7206b79c7,3aa6feab-0b89-4e78-bcb2-2de3831f79c6,2131.74,payment,Johnchester,0,844,133586.74
282d9a60-00dd-4261-b9cb-2f2ef7826b98,dbe9ffae-79da-469c-b813-b755b448f0d5,2139.32,withdrawal,East Michaelville,0,728,58636.91
2bccb826-81c0-422b-b364-751a9d41cddd,ad8822d9-8cce-438f-8ec3-e80246909349,220.43,deposit,Danieltown,0,402,58667.61
a39bf6da-64e4-41f8-baf8-0debcd012616,6c8db821-1f26-45c6-b605-715e055ba2c5,1875.06,transfer,West Matthewborough,0,455,71253.81
81ea3418-f693-4182-9c15-e690023c5942,6b76d7b7-98f4-498f-85c3-05bfd83134dc,3216.67,payment,Lopezfurt,0,785,42032.78
10c46376-63b2-436d-9c80-e1a64576688d,fe1a3314-5f8d-41b1-b15b-74d8300750cd,1351.57,deposit,Jacksonchester,0,547,54499.79
cfd33180-5311-4638-b856-845b7aa52f40,ed4c8197-5a23-4117-ae3f-1630d27d35cc,1255.15,transfer,Johnnyshire,0,321,143205.22
99c6965c-d586-4151-9122-232af7ce6d79,c72dfaf5-abc2-471c-adc8-cf1b0dd6afca,3131.26,transfer,Carlsonport,0,848,111738.06
8549e160-5339-47e9-9ed8-17161bb3fff2,63810e64-47b7-4f1a-9f2f-25832a2fcd4a,2025.36,withdrawal,Mcdonaldmouth,0,643,117184.51
164ae987-1737-42ad-b915-375900d21cdf,6bc9afec-c3c4-466a-af7a-157e0b30bae3,362.0,deposit,West Kimberly,0,621,108059.95
593a0e96-6874-45bd-b3c7-c5e045a1a86f,00685f08-70fa-46e7-9d63-29888d6219b3,380.88,deposit,East Rebeccaside,0,611,112028.56
47bb650b-5c2d-4701-8f68-a712b1acd769,2c863302-ca92-4bb1-8148-b396f938e998,1340.26,deposit,North Gregory,0,491,57586.15
16ea2309-040e-4ebb-886c-c69a86420355,228858c9-73ca-42ec-a823-b563e12a6e3c,2613.93,payment,South Justin,0,805,130504.63
7f7597b9-45bd-4c9d-99b2-40527f0228ab,6f080e3d-097c-417d-bb5e-dc970b8f50e1,3918.36,payment,Lake Patricia,0,560,64310.25
2e13782d-38d6-44df-a5bc-1c9fe8813360,6513f0b9-08ec-4bb8-b46a-cc89893f68cb,1268.36,payment,East Thomashaven,0,714,131742.85
c3efc2b1-bd95-4ff2-ae1e-88b681ee84be,fe78b04a-9eb7-4696-a337-869dc8450631,1865.14,payment,Emilyhaven,0,307,89756.79
fa2469f2-afc8-42a7-8261-f4378941a0c6,43560c4b-4828-41dd-a326-d07611ce602a,1378.48,deposit,West Jeffreyhaven,0,815,132588.33
5b787609-dce9-400c-8cb1-828c35157e42,f5e08205-d731-4ea2-aabd-5b62fb827793,4676.12,payment,Juliamouth,0,699,61978.43
6a7986a0-7b7d-41fe-91f1-3c916bf9f658,32cfe687-844e-4594-ba00-5e17d1da5f28,2810.94,payment,Donnaview,0,482,143652.81
8cb037d5-af1f-4a37-bc1f-67c8254a9345,256a315d-cdd4-43db-9500-72fcf9ffd8a9,2072.13,payment,East Michael,0,568,136899.69
07764c7c-d384-4cf2-9abb-d669837ce68a,355794fc-30af-4ee2-8088-3c412f4b2458,3286.12,transfer,South Caitlinview,0,764,86773.54
0947e5ff-61b8-4c54-af24-a108d0e08644,e550747b-5212-43fe-bae5-3c2891cc9ac7,4080.88,payment,Joshuaborough,0,394,126749.54
8c5b2306-4ac5-4fbf-bc64-4241a0da8384,3815b9fa-3b5b-4681-8b20-7d269ed8fb03,4510.06,payment,Lake Andrewstad,0,824,108522.41
2cfbf509-68bc-444f-a14c-046ec28ed97f,bc6f8a8a-c467-4215-94ef-2b4ec541449b,2033.61,withdrawal,Port Debbiefort,0,488,46868.79
276648ca-de99-4d5e-9ea5-6cadc1dfebc1,5f706371-95d1-49fe-a20f-519294ad2f18,4841.61,withdrawal,West Patrick,0,730,97837.18
05723774-d77a-4ad9-9bb5-f930c70706f6,aa8ab727-b095-4816-8680-67e9453cd4e1,303.49,withdrawal,Christopherhaven,0,426,145215.27
d9ada690-d01a-4947-b893-43290661c4d1,5f9360b2-31b7-4f34-92b7-916b7efc0808,2134.88,deposit,Ethanmouth,0,826,55257.05
352ca60d-6f13-4f7a-8b95-2efc7b81f7ab,cd3773d9-e1a5-4c7d-a8c6-0ef59e1b5b18,207.54,deposit,New Beth,0,706,61348.92
b8e12209-2744-4583-b43b-5d22f81b7dbb,3e656e64-a83b-4017-b08f-e14675f387e1,4492.83,payment,Wilsontown,0,302,76977.56
494a9cc9-d07a-4b91-99dc-996cbba4d73d,cf309a38-c852-4e44-8fd0-7ca1bd1d97fd,2620.7,transfer,Patricialand,0,697,22507.18
81ffbff8-037d-4a56-82f4-35730276b42d,3ad68043-4b00-4573-86c0-21112d5e25a8,3959.75,deposit,New Troyville,0,522,107903.66
f81061fe-f028-4060-9cd5-1d29e7ce27da,a8bcd7ff-605b-4b34-acfa-89862c61b564,3925.13,withdrawal,Schultzhaven,0,453,86015.72
7adf5199-7e60-4b3a-bb43-dd2b1d3046ec,36ee6466-1efe-4f18-9c91-71da741d3617,2601.51,payment,New Maria,0,323,47275.07
031608ba-df26-4530-98c9-1e069b5c47c1,98587c42-fa29-422c-821f-a02ad7f8e472,3076.44,withdrawal,Molinaborough,0,804,103058.43
c8beaf4e-6633-4e09-8f43-b734388b1bb5,14997534-0586-4dc2-bf3d-6487bd2ccd3b,1908.9,withdrawal,North Steven,0,604,101261.69
664f2b54-cfb5-419e-a10a-912877dfee8d,75ca8a2e-c28e-48d5-b58e-708fe7968a20,1316.3,withdrawal,Wadeburgh,0,392,30900.93
20ded32f-a7b7-40b5-827b-9e41e070e74c,1400e45a-851c-4f7a-a034-10fe01014fb8,2461.71,payment,Ramirezville,0,405,142754.23
99b8f35a-0748-4582-ab6e-efee5f84c6eb,5aca9ab7-2de3-4414-ba0e-eb4a283347d7,614.51,deposit,Rebekahchester,0,745,30163.43
06479c39-8b05-445d-8214-2ee1157f0b86,b83e9582-da04-48d7-9360-3effeadf2bbc,4665.96,payment,North Paul,0,595,135476.63
77c8c861-694f-4b94-92b0-e3001235dbf3,761736dc-6a60-48a7-8fd3-0c772931534c,1969.43,deposit,Lake Amy,0,727,80524.98
05911484-b3c4-41cc-ac2c-9b8d76e07499,ce199b3e-5db4-4009-a0aa-143f5eff89ad,323.61,withdrawal,West James,0,581,135196.98
4bb75cf2-98f5-4669-b4bc-03bf8c17afce,2009e1cf-8cc3-40e4-a1e0-f2b24f0f0d2c,1912.24,transfer,Hawkinsborough,0,584,149791.98
